fund_id,fund_name,Despesa,Liquidado,liquidated_brl
5.0,RECURSOS VINCULADOS FEDERAIS,33503977 - CONVENIOS C/ENTID.PRIVADAS S/FINS LUCRATIVOS,"             517.945,00",2690931.453
5.0,RECURSOS VINCULADOS FEDERAIS,33504374 - CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS,"             331.914,72",1724429.736288
5.0,RECURSOS VINCULADOS FEDERAIS,33504379 - CONVENIOS COM ORGANIZACOES SOCIAIS,"             240.000,00",1246896.0
5.0,RECURSOS VINCULADOS FEDERAIS,33504380 - SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE,"       3.151.255.233,05",16372031437.787971
5.0,RECURSOS VINCULADOS FEDERAIS,33504381 - TERMO DE COLABORACAO COM ORGS.SOCIEDADE CIVI,"         113.325.788,17",588772799.858418
5.0,RECURSOS VINCULADOS FEDERAIS,33504390 - OUTRAS SUBVENCOES SOCIAIS,"           8.545.072,46",44395069.458684005
5.0,RECURSOS VINCULADOS FEDERAIS,33704116 - SERV.DE SAUDE-GESTAO/CONSORCIO MUNICIPAIS,"          44.474.129,88",231060894.37855202
5.0,RECURSOS VINCULADOS FEDERAIS,33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA,"             377.784,55",1962741.85107
5.0,RECURSOS VINCULADOS FEDERAIS,33901401 - DIARIAS PESSOAL CIVIL,"           7.987.888,56",41500276.224624
5.0,RECURSOS VINCULADOS FEDERAIS,33901416 - DIARIAS NO EXTERIOR,"             289.802,30",1505638.8694200001
5.0,RECURSOS VINCULADOS FEDERAIS,33901801 - AUXILIO FINANCEIRO A ESTUDANTES,"           2.925.739,31",15200386.011174
5.0,RECURSOS VINCULADOS FEDERAIS,33901803 - AUX.FIN.A ESTUD.CONCEDIDO PELAS UNIV.PAULIST,"           1.094.572,20",5686740.40788
5.0,RECURSOS VINCULADOS FEDERAIS,33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA,"           7.535.689,49",39150921.176346004
5.0,RECURSOS VINCULADOS FEDERAIS,33902002 - AUXíLIO FINAN.A PESQUISADORES-PESQ.COLETIVA,"              16.108,08",83687.91883200001
5.0,RECURSOS VINCULADOS FEDERAIS,33903010 - GENEROS ALIMENTICIOS,"         290.465.972,55",1509086913.7862701
5.0,RECURSOS VINCULADOS FEDERAIS,"33903012 - MATERIAL DE CAMA, MESA E BANHO","              62.800,00",326271.12
5.0,RECURSOS VINCULADOS FEDERAIS,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","             909.091,01",4723091.433354001
5.0,RECURSOS VINCULADOS FEDERAIS,33903014 - MATERIAL DE LIMPEZA,"              38.536,04",200210.142216
5.0,RECURSOS VINCULADOS FEDERAIS,33903015 - ARTIGOS DE HIGIENE PESSOAL,"           1.317.985,73",6847463.061642
5.0,RECURSOS VINCULADOS FEDERAIS,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"             130.994,16",680567.058864
5.0,RECURSOS VINCULADOS FEDERAIS,33903019 - LUBRIFICANTE AUTOMOTIVO,"               3.361,04",17461.947216
5.0,RECURSOS VINCULADOS FEDERAIS,33903021 - GASOLINA AUTOMOTIVA,"                 881,81",4581.355674
5.0,RECURSOS VINCULADOS FEDERAIS,33903023 - ETANOL AUTOMOTIVO,"               4.470,91",23228.165814
5.0,RECURSOS VINCULADOS FEDERAIS,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"             846.909,84",4400035.382736
5.0,RECURSOS VINCULADOS FEDERAIS,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"               5.544,29",28804.804266000003
5.0,RECURSOS VINCULADOS FEDERAIS,33903026 - CESTAS BASICAS,"           1.913.494,47",9941369.169438
5.0,RECURSOS VINCULADOS FEDERAIS,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"             885.494,40",4600497.605760001
5.0,RECURSOS VINCULADOS FEDERAIS,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"             186.445,83",968660.665182
5.0,RECURSOS VINCULADOS FEDERAIS,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"         227.417.925,88",1181527092.116952
5.0,RECURSOS VINCULADOS FEDERAIS,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","          10.132.457,81",52642171.30607401
5.0,RECURSOS VINCULADOS FEDERAIS,33903032 - MATERIAL DE USO LABORATORIAL,"          24.976.958,41",129765289.723314
5.0,RECURSOS VINCULADOS FEDERAIS,33903034 - MATERIAL DE USO VETERINARIO,"             192.843,50",1001899.1199
5.0,RECURSOS VINCULADOS FEDERAIS,33903036 - OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL,"           1.553.104,22",8068997.664588001
5.0,RECURSOS VINCULADOS FEDERAIS,33903039 - MATERIAL ESPORTIVO E DE LAZER,"           3.803.159,10",19758932.788140003
5.0,RECURSOS VINCULADOS FEDERAIS,33903040 - MATERIAL EDUCATIVO E CULTURAL,"             167.790,47",871738.607838
5.0,RECURSOS VINCULADOS FEDERAIS,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"           1.111.078,26",5772495.992004001
5.0,RECURSOS VINCULADOS FEDERAIS,"33903043 - LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA","               7.645,03",39718.988862
5.0,RECURSOS VINCULADOS FEDERAIS,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"           1.255.416,65",6522391.66341
5.0,RECURSOS VINCULADOS FEDERAIS,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"               3.329,30",17297.04522
5.0,RECURSOS VINCULADOS FEDERAIS,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"              51.541,77",267780.111858
5.0,RECURSOS VINCULADOS FEDERAIS,33903053 - PECAS E ACESSORIOS PARA VIATURAS POLICIAIS,"              15.580,00",80944.33200000001
5.0,RECURSOS VINCULADOS FEDERAIS,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"              34.479,12",179132.82004800002
5.0,RECURSOS VINCULADOS FEDERAIS,33903055 - MATERIAL PARA TELECOMUNICACOES,"              13.106,49",68093.458146
5.0,RECURSOS VINCULADOS FEDERAIS,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"             184.057,46",956252.127684
5.0,RECURSOS VINCULADOS FEDERAIS,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"              61.683,42",320470.040268
5.0,RECURSOS VINCULADOS FEDERAIS,33903062 - MUNICOES E EXPLOSIVOS,"             959.635,11",4985688.2504940005
5.0,RECURSOS VINCULADOS FEDERAIS,"33903063 - FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT","           2.740.102,25",14235927.22965
5.0,RECURSOS VINCULADOS FEDERAIS,33903064 - PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO,"               3.500,00",18183.9
5.0,RECURSOS VINCULADOS FEDERAIS,33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,"           1.177.159,35",6115813.68699
5.0,RECURSOS VINCULADOS FEDERAIS,"33903080 - ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM","               6.888,00",35785.9152
5.0,RECURSOS VINCULADOS FEDERAIS,33903081 - ALIMENTOS PARA ANIMAIS,"              99.930,00",519176.32200000004
5.0,RECURSOS VINCULADOS FEDERAIS,33903082 - SEMENTES E MUDAS DE PLANTAS,"              10.139,79",52680.26496600001
5.0,RECURSOS VINCULADOS FEDERAIS,33903090 - OUTROS MATERIAIS DE CONSUMO,"           5.752.585,19",29886981.096126005
5.0,RECURSOS VINCULADOS FEDERAIS,33903101 - PREMIO EM PECUNIA,"             194.441,00",1010198.7714000001
5.0,RECURSOS VINCULADOS FEDERAIS,33903102 - OUTRAS PREMIACOES,"           4.037.802,12",20977997.134248003
5.0,RECURSOS VINCULADOS FEDERAIS,33903340 - REGIME DE QUILOMETRAGEM,"                  40,80",211.97232
5.0,RECURSOS VINCULADOS FEDERAIS,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"           1.681.334,69",8735206.248426
5.0,RECURSOS VINCULADOS FEDERAIS,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","          11.919.941,00",61928861.4714
5.0,RECURSOS VINCULADOS FEDERAIS,33903344 - VALE-TRANSPORTE,"           1.487.201,08",7726604.491032001
5.0,RECURSOS VINCULADOS FEDERAIS,33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO,"          74.554.447,29",387340175.45046604
5.0,RECURSOS VINCULADOS FEDERAIS,33903346 - LOCOMOCAO DE SERVIDORES,"              80.959,37",420616.31089799997
5.0,RECURSOS VINCULADOS FEDERAIS,33903347 - TRANSPORTE ESCOLAR,"         238.933.455,94",1241354876.990676
5.0,RECURSOS VINCULADOS FEDERAIS,"33903501 - OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA","              47.326,52",245880.202008
5.0,RECURSOS VINCULADOS FEDERAIS,33903507 - AUDITORIA EXTERNA,"              26.163,96",135932.237784
5.0,RECURSOS VINCULADOS FEDERAIS,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"          10.276.411,99",53390070.852846004
5.0,RECURSOS VINCULADOS FEDERAIS,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"           2.117.178,74",10999590.425796002
5.0,RECURSOS VINCULADOS FEDERAIS,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"             101.084,68",525175.346472
5.0,RECURSOS VINCULADOS FEDERAIS,33903616 - AJUDA DE CUSTO A COLABORADORES EVENTUAIS,"           1.052.724,31",5469323.880174001
5.0,RECURSOS VINCULADOS FEDERAIS,33903623 - JETON,"             101.796,00",528870.9384
5.0,RECURSOS VINCULADOS FEDERAIS,33903626 - SERVICOS TECNICOS E ESPECIALIZADOS,"             117.000,00",607861.8
5.0,RECURSOS VINCULADOS FEDERAIS,33903633 - SERVIçOS TéCNICOS DE PROFISSIONAIS DE TI,"              42.600,00",221324.04
5.0,RECURSOS VINCULADOS FEDERAIS,33903691 - LOCACAO DE IMOVEIS,"             717.366,59",3727006.381686
5.0,RECURSOS VINCULADOS FEDERAIS,33903795 - SERVICOS DE VIGILANCIA,"           5.547.527,92",28821626.555568002
5.0,RECURSOS VINCULADOS FEDERAIS,33903796 - SERVICOS DE LIMPEZA,"         275.049.755,29",1428993498.6336663
5.0,RECURSOS VINCULADOS FEDERAIS,33903799 - OUTROS SERVICOS,"             347.174,01",1803707.851554
5.0,RECURSOS VINCULADOS FEDERAIS,33903903 - CONDOMINIOS,"             672.534,67",3494086.6245180005
5.0,RECURSOS VINCULADOS FEDERAIS,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"          11.483.763,38",59662744.26445201
5.0,RECURSOS VINCULADOS FEDERAIS,33903908 - PREST.SERV.AP.PORTAD.DE NECES.ESP.CUIDADORES,"          88.816.923,34",461439443.520636
5.0,RECURSOS VINCULADOS FEDERAIS,33903914 - EXAMES LABORATORIAIS,"             111.531,32",579449.8199280001
5.0,RECURSOS VINCULADOS FEDERAIS,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"           1.184.346,60",6153154.32564
5.0,RECURSOS VINCULADOS FEDERAIS,33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO),"              19.304,00",100292.0016
5.0,RECURSOS VINCULADOS FEDERAIS,33903918 - PROPAGANDA/PUBLICIDADE,"              14.543,03",75556.85806200001
5.0,RECURSOS VINCULADOS FEDERAIS,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"           5.042.169,17",26196085.705818
5.0,RECURSOS VINCULADOS FEDERAIS,33903921 - SERVICOS DE COMUNICACAO DE DADOS,"               4.471,50",23231.2311
5.0,RECURSOS VINCULADOS FEDERAIS,33903924 - SERV.FORNECIM.E DISTRIB.DE CESTA BASICA,"             447.670,08",2325825.133632
5.0,RECURSOS VINCULADOS FEDERAIS,33903925 - SERVICOS DE CORREIOS,"             893.465,26",4641909.411804
5.0,RECURSOS VINCULADOS FEDERAIS,33903926 - PUBLICIDADE LEGAL,"               4.795,41",24914.073114
5.0,RECURSOS VINCULADOS FEDERAIS,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"           1.649.551,43",8570079.499422
5.0,RECURSOS VINCULADOS FEDERAIS,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","             304.762,23",1583361.689742
5.0,RECURSOS VINCULADOS FEDERAIS,33903940 - FRETES E TRANSPORTES,"           1.377.805,48",7158250.590792
5.0,RECURSOS VINCULADOS FEDERAIS,33903941 - SERVICO DE LAVANDERIA,"               9.305,00",48343.197
5.0,RECURSOS VINCULADOS FEDERAIS,33903942 - SEGURO DE VIDA,"               2.007,62",10430.388948
5.0,RECURSOS VINCULADOS FEDERAIS,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","              26.143,94",135828.225876
5.0,RECURSOS VINCULADOS FEDERAIS,33903944 - SEGURO DE VEICULO,"             183.938,13",955632.1606020001
5.0,RECURSOS VINCULADOS FEDERAIS,33903945 - OUTROS SEGUROS,"              29.488,07",153202.31887800002
5.0,RECURSOS VINCULADOS FEDERAIS,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","          16.754.916,57",87048493.54777801
5.0,RECURSOS VINCULADOS FEDERAIS,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"           1.101.602,52",5723265.732408
5.0,RECURSOS VINCULADOS FEDERAIS,33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE,"          12.461.414,84",64742034.659736
5.0,RECURSOS VINCULADOS FEDERAIS,33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS,"               5.540,00",28782.516
5.0,RECURSOS VINCULADOS FEDERAIS,"33903953 - PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA","              51.617,92",268175.741568
5.0,RECURSOS VINCULADOS FEDERAIS,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","              51.070,00",265329.07800000004
5.0,RECURSOS VINCULADOS FEDERAIS,33903955 - INSCRICOES EM EVENTOS DIVERSOS,"              18.570,72",96482.31868800001
5.0,RECURSOS VINCULADOS FEDERAIS,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"           1.825.211,88",9482705.801352
5.0,RECURSOS VINCULADOS FEDERAIS,33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI,"              11.850,68",61569.022872
5.0,RECURSOS VINCULADOS FEDERAIS,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","              11.450,00",59487.33
5.0,RECURSOS VINCULADOS FEDERAIS,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"             483.455,47",2511744.548838
5.0,RECURSOS VINCULADOS FEDERAIS,33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB,"              48.703,90",253036.24206000002
5.0,RECURSOS VINCULADOS FEDERAIS,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","             243.778,04",1266524.4290160001
5.0,RECURSOS VINCULADOS FEDERAIS,33903966 - COLETA DE LIXO HOSPITALAR_E DE LABORATORIO,"              96.655,54",502164.192516
5.0,RECURSOS VINCULADOS FEDERAIS,33903967 - SERVICOS DECORRENTES DE DECISAO JUDICIAL,"           2.942.042,21",15285086.097834
5.0,RECURSOS VINCULADOS FEDERAIS,33903969 - SERV.SOCORRISTA P/ATEND.MEDICO URGENTE,"           1.601.538,14",8320631.252556
5.0,RECURSOS VINCULADOS FEDERAIS,33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR,"             322.140,97",1673651.195538
5.0,RECURSOS VINCULADOS FEDERAIS,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"           1.224.672,10",6362661.428340001
5.0,RECURSOS VINCULADOS FEDERAIS,33903974 - SERVICOS  SAUDE - GESTAO MUNICIPIOS-PRIVADOS,"         166.219.411,83",863576332.221582
5.0,RECURSOS VINCULADOS FEDERAIS,33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS,"           9.543.772,68",49583716.581672
5.0,RECURSOS VINCULADOS FEDERAIS,33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO,"              16.711,00",86820.3294
5.0,RECURSOS VINCULADOS FEDERAIS,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           6.219.710,90",32313886.009860005
5.0,RECURSOS VINCULADOS FEDERAIS,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"          15.049.628,00",78188837.31120001
5.0,RECURSOS VINCULADOS FEDERAIS,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"           5.380.783,28",27955321.452912003
5.0,RECURSOS VINCULADOS FEDERAIS,33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC,"         106.973.239,34",555768767.667036
5.0,RECURSOS VINCULADOS FEDERAIS,33903983 - SERVICOS GRAFICOS,"          28.787.743,15",149563840.76150998
5.0,RECURSOS VINCULADOS FEDERAIS,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"             164.319,23",853704.1275420001
5.0,RECURSOS VINCULADOS FEDERAIS,33903989 - SERVICOS DE PREPARACAO DA ALIMENTACAO ESCOLA,"         306.062.650,27",1590117893.212758
5.0,RECURSOS VINCULADOS FEDERAIS,33903991 - LOCACAO DE IMOVEIS,"           5.027.342,46",26119055.016684
5.0,RECURSOS VINCULADOS FEDERAIS,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"              19.021,29",98823.21006600001
5.0,RECURSOS VINCULADOS FEDERAIS,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"               3.000,00",15586.2
5.0,RECURSOS VINCULADOS FEDERAIS,33903999 - OUTROS SERVICOS DE TERCEIROS,"         106.015.843,62",550794713.943348
5.0,RECURSOS VINCULADOS FEDERAIS,33904007 - MANUTENçãO DE SOFTWARE,"              13.445,30",69853.71162
5.0,RECURSOS VINCULADOS FEDERAIS,33904008 - LOCAçãO DE SOFTWARE,"             160.000,00",831264.0
5.0,RECURSOS VINCULADOS FEDERAIS,33904009 - DESENVOLVIMENTO DE SOFTWARE,"             194.272,00",1009320.7488000001
5.0,RECURSOS VINCULADOS FEDERAIS,33904010 - ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR,"             312.797,87",1625110.053798
5.0,RECURSOS VINCULADOS FEDERAIS,33904012 - SUPORTE A USUáRIOS DE TI,"             380.000,00",1974252.0
5.0,RECURSOS VINCULADOS FEDERAIS,33904015 - MANUTENçãO DE EQUIPAMENTOS DE TI,"              27.320,86",141942.79604400002
5.0,RECURSOS VINCULADOS FEDERAIS,33904016 - COMUNICAçãO DE DADOS,"          19.221.118,82",99861400.717428
5.0,RECURSOS VINCULADOS FEDERAIS,33904018 - SALA COFRE,"             288.000,00",1496275.2
5.0,RECURSOS VINCULADOS FEDERAIS,33904019 - SERVIçOS DE DIGITAçãO E PREPARAçãO DE DADOS,"             255.734,70",1328644.0603800002
5.0,RECURSOS VINCULADOS FEDERAIS,33904020 - SERVIçOS DE TELEFONIA DE VOZ SOBRE IP,"               1.740,96",9044.983584000001
5.0,RECURSOS VINCULADOS FEDERAIS,33904090 - SERVIçOS DE TECNOLOGIA DA INFORMAçãO,"          30.896.458,01",160519457.945154
5.0,RECURSOS VINCULADOS FEDERAIS,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"           2.199.184,07",11425640.917278
5.0,RECURSOS VINCULADOS FEDERAIS,33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA,"             180.459,30",937558.24722
5.0,RECURSOS VINCULADOS FEDERAIS,33904722 - OUTRAS TAXAS,"               3.190,19",16574.313126
5.0,RECURSOS VINCULADOS FEDERAIS,33904901 - AUXILIO - TRANSPORTE,"              15.966,19",82950.743526
5.0,RECURSOS VINCULADOS FEDERAIS,33905011 - ENERGIA ELETRICA,"          44.742.790,32",232456692.82852802
5.0,RECURSOS VINCULADOS FEDERAIS,33905012 - TELEFONIA FIXA,"           3.676.884,83",19102887.445782002
5.0,RECURSOS VINCULADOS FEDERAIS,33905013 - AGUA E ESGOTOS,"          69.212.315,92",359585666.130768
5.0,RECURSOS VINCULADOS FEDERAIS,33905014 - GAS ENCANADO,"              25.297,01",131428.085754
5.0,RECURSOS VINCULADOS FEDERAIS,33905017 - TELEFONIA MOVEL CELULAR,"             237.760,21",1235259.395034
5.0,RECURSOS VINCULADOS FEDERAIS,33909101 - SENTENCAS JUDICIAIS,"               8.320,83",43230.040182000004
5.0,RECURSOS VINCULADOS FEDERAIS,33909212 - ALIMENTACAO PREPARADA,"              91.630,96",476059.4895840001
5.0,RECURSOS VINCULADOS FEDERAIS,33909213 - GENEROS ALIMENTICIOS,"              10.871,64",56482.518456
5.0,RECURSOS VINCULADOS FEDERAIS,33909214 - LIMPEZA,"               4.514,39",23454.061806
5.0,RECURSOS VINCULADOS FEDERAIS,33909215 - VIGILANCIA,"              46.026,64",239126.805456
5.0,RECURSOS VINCULADOS FEDERAIS,33909217 - TELEFONIA,"              10.000,00",51954.0
5.0,RECURSOS VINCULADOS FEDERAIS,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           2.284.471,13",11868741.308802
5.0,RECURSOS VINCULADOS FEDERAIS,33909221 - DIARIAS,"               6.036,93",31364.266122000005
5.0,RECURSOS VINCULADOS FEDERAIS,33909222 - IMPOSTOS EM ATRASO,"              17.093,29",88806.478866
5.0,RECURSOS VINCULADOS FEDERAIS,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           6.937.678,52",36044014.982808
5.0,RECURSOS VINCULADOS FEDERAIS,33909315 - AJUDA DE CUSTO-PESSOAL CIVIL,"               2.843,88",14775.094152000001
5.0,RECURSOS VINCULADOS FEDERAIS,33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST,"              53.335,25",277097.95785
5.0,RECURSOS VINCULADOS FEDERAIS,33909321 - ETAPAS PAGAS A SERVIDORES,"           1.232.975,19",6405799.302126
5.0,RECURSOS VINCULADOS FEDERAIS,33909327 - INDENIZ.A P.FISICA DECOR.DE DECISAO JUDICIAL,"               9.206,40",47830.93056
5.0,RECURSOS VINCULADOS FEDERAIS,33913002 - MATERIAL DE CONSUMO,"          94.929.092,76",493194608.5253041
5.0,RECURSOS VINCULADOS FEDERAIS,"33913981 - REFORMAS DE IMóVEIS,INCLUS.INSTAL.HIDR.E ELE","          47.554.282,34",247063518.46923602
5.0,RECURSOS VINCULADOS FEDERAIS,44504201 - AUXILIOS PARA DESPESAS DE CAPITAL,"          15.094.800,00",78423523.92
5.0,RECURSOS VINCULADOS FEDERAIS,44704201 - AUXILIOS PARA DESPESAS DE CAPITAL,"             151.400,00",786583.56
5.0,RECURSOS VINCULADOS FEDERAIS,44903921 - SERVICOS DE COMUNICACAO DE DADOS,"             519.000,00",2696412.6
5.0,RECURSOS VINCULADOS FEDERAIS,44904061 - MELHORIA DE EQUIPAMENTO DE TI,"               3.600,00",18703.440000000002
5.0,RECURSOS VINCULADOS FEDERAIS,44905112 - INSTALACOES,"           4.683.663,14",24333503.477555998
5.0,RECURSOS VINCULADOS FEDERAIS,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"          33.243.071,68",172711054.606272
5.0,RECURSOS VINCULADOS FEDERAIS,44905210 - VEICULOS DIVERSOS,"          98.351.828,98",510977092.2826921
5.0,RECURSOS VINCULADOS FEDERAIS,44905211 - TRENS,"          87.839.590,88",456361810.457952
5.0,RECURSOS VINCULADOS FEDERAIS,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO,"           4.105.326,79",21328814.804766
5.0,RECURSOS VINCULADOS FEDERAIS,44905231 - MAQUINAS E MOTORES,"             216.165,68",1123067.173872
5.0,RECURSOS VINCULADOS FEDERAIS,44905232 - MOBILIARIO EM GERAL,"           4.107.961,60",21342503.69664
5.0,RECURSOS VINCULADOS FEDERAIS,"44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","           1.834.396,80",9530425.134720001
5.0,RECURSOS VINCULADOS FEDERAIS,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"          45.848.767,84",238202688.43593603
5.0,RECURSOS VINCULADOS FEDERAIS,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","          53.556.975,62",278249911.136148
5.0,RECURSOS VINCULADOS FEDERAIS,44905236 - ARMAMENTOS,"             255.600,00",1327944.24
5.0,RECURSOS VINCULADOS FEDERAIS,44905242 - AQUISICAO DE SOFTWARE PRONTO,"             219.028,71",1137941.759934
5.0,RECURSOS VINCULADOS FEDERAIS,44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           9.106.702,24",47312960.817696005
5.0,RECURSOS VINCULADOS FEDERAIS,44909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"          18.852.144,42",97944431.119668
5.0,RECURSOS VINCULADOS FEDERAIS,44915141 - OBRAS E INSTALACOES,"          12.392.104,67",64381940.602518
5.0,RECURSOS VINCULADOS FEDERAIS,45916510 - SUBSCRICAO DE ACOES-INVESTIMENTOS,"          62.713.271,63",325820531.42650205
6.0,OUTRAS FONTES DE RECURSOS,33901401 - DIARIAS PESSOAL CIVIL,"               7.482,93",38876.814522
6.0,OUTRAS FONTES DE RECURSOS,33903010 - GENEROS ALIMENTICIOS,"               3.705,20",19249.99608
6.0,OUTRAS FONTES DE RECURSOS,33903014 - MATERIAL DE LIMPEZA,"               5.662,14",29417.082156000004
6.0,OUTRAS FONTES DE RECURSOS,33903019 - LUBRIFICANTE AUTOMOTIVO,"               1.943,40",10096.740360000002
6.0,OUTRAS FONTES DE RECURSOS,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"               2.935,00",15248.499
6.0,OUTRAS FONTES DE RECURSOS,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"              18.615,50",96714.9687
6.0,OUTRAS FONTES DE RECURSOS,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"                 245,00",1272.873
6.0,OUTRAS FONTES DE RECURSOS,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"                 600,00",3117.2400000000002
6.0,OUTRAS FONTES DE RECURSOS,33903090 - OUTROS MATERIAIS DE CONSUMO,"                  35,00",181.839
6.0,OUTRAS FONTES DE RECURSOS,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","              94.768,00",492357.6672
6.0,OUTRAS FONTES DE RECURSOS,33903344 - VALE-TRANSPORTE,"             169.375,66",879974.3039640001
6.0,OUTRAS FONTES DE RECURSOS,33903505 - SERVICOS DE CONSULTORIA-ORGANISMO INTERNACIO,"           2.993.000,00",15549832.200000001
6.0,OUTRAS FONTES DE RECURSOS,33903799 - OUTROS SERVICOS,"              22.501,56",116904.60482400001
6.0,OUTRAS FONTES DE RECURSOS,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"              39.675,90",206132.17086
6.0,OUTRAS FONTES DE RECURSOS,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"             191.177,96",993245.973384
6.0,OUTRAS FONTES DE RECURSOS,33903999 - OUTROS SERVICOS DE TERCEIROS,"             223.442,13",1160871.242202
